"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Citroën Nuevo ë-C4X ELÉCTRICO 100 KW Feel Pack","","Eléctricos puros","M1","2040","15.1","100.0","358.0","50.0"
"Citroën Nuevo ë-C4X ELÉCTRICO 100 KW Shine","","Eléctricos puros","M1","2040","15.1","100.0","358.0","50.0"
"Citroën Nuevo ë-C4X ELÉCTRICO 115 KW - 54KWh SHINE","","Eléctricos puros","M1","2040","14.8","115.0","420.0","54.0"
"Citroën SpaceTourer (Business Lounge) BlueHDi 140 S&S Talla M","","Gasóleo","M1","2760","","","",""
"Citroën SpaceTourer (Business Lounge) BlueHDi 180 S&S EAT8 Talla M","","Gasóleo","M1","2760","","","",""
"Citroën SpaceTourer (Business Lounge) BlueHDi 180 S&S EAT8 Talla XL","","Gasóleo","M1","2800","","","",""
"Citroën SpaceTourer (Feel) BlueHDi 120 S&S 6v Talla M","","Gasóleo","M1","2700","","","",""
"Citroën SpaceTourer (Feel) BlueHDi 140 S&S 6v Talla M","","Gasóleo","M1","2760","","","",""
"Citroën SpaceTourer (Feel) BlueHDi 140 S&S 6v Talla XL","","Gasóleo","M1","2790","","","",""
"Citroën SpaceTourer (Feel) BlueHDi 140 S&S 6v Talla XS","","Gasóleo","M1","2710","","","",""
"Citroën SpaceTourer (Feel) BlueHDi 145 S&S 6v Talla M","","Gasóleo","M1","2760","","","",""
"Citroën SpaceTourer (Feel) BlueHDi 145 S&S 6v Talla XL","","Gasóleo","M1","2790","","","",""
"Citroën SpaceTourer (Feel) BlueHDi 180 S&S EAT8 Talla M","","Gasóleo","M1","2800","","","",""
"Citroën SpaceTourer (Shine) BlueHDi 140 S&S 6v Talla M","","Gasóleo","M1","2760","","","",""
"Citroën SpaceTourer (Shine) BlueHDi 180 S&S EAT8 Talla M","","Gasóleo","M1","2800","","","",""
"Citroën SpaceTourer (Shine) BlueHDi 180 S&S EAT8 Talla XL","","Gasóleo","M1","2830","","","",""
"Citroën SpaceTourer Business BlueHDi 120 S&S 6v Talla M","","Gasóleo","M1","2700","","","",""
"Citroën SpaceTourer Business BlueHDi 120 S&S 6v Talla XL","","Gasóleo","M1","2740","","","",""
"Citroën SpaceTourer Business BlueHDi 120 S&S 6v Talla XS","","Gasóleo","M1","2690","","","",""
"Citroën SpaceTourer Business BlueHDi 140 S&S 6v Talla M","","Gasóleo","M1","2760","","","",""
"Citroën SpaceTourer Business BlueHDi 140 S&S 6v Talla XL","","Gasóleo","M1","2790","","","",""
"Citroën SpaceTourer Business BlueHDi 145 S&S 6v Talla M","","Gasóleo","M1","2760","","","",""
"Citroën SpaceTourer Business BlueHDi 145 S&S 6v Talla XL","","Gasóleo","M1","2790","","","",""
"Citroën SpaceTourer Business BlueHDi 180 S&S EAT8 Talla M","","Gasóleo","M1","2800","","","",""
"Citroën SUV C5 Aircross Hybrid Hybrid 225 ë-EAT8","","Híbridos enchufables","M1","2300","","90.0","55.0","13.2"
