"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Fiat 500C 500C Rock Star 1.0 6v BSG 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500C 500C Rock Star 1.0 6v Hybrid 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500C 500C S 0.9 63KW (85 CV)","","Gasolina","M1","905","","","",""
"Fiat 500C 500C S 1.2 8v 51KW (69 CV)","","Gasolina","M1","905","","","",""
"Fiat 500C 500C Spiaggina 58 1.2 8v 51KW (69 CV)","","Gasolina","M1","905","","","",""
"Fiat 500C 500C Sport 1.0 6v BSG 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500C 500C Sport 1.0 6v Hybrid 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500C 500C Star 1.0 6v BSG 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500C 500C Star 1.0 6v Hybrid 52 KW (70 CV) - MY20","","Híbridos de gasolina","M1","980","","","",""
"Fiat 500e 3+1 -  Icon / Passion / Business  (87kW)","","Eléctricos puros","M1","1720","14.3","87.0","313.0","42.0"
"Fiat 500e 3+1 - La Prima  (87kW)","","Eléctricos puros","M1","1720","14.6","87.0","313.0","42.0"
"Fiat 500e 500e 3+1 Icon 190km 70kW (95cv)","","Eléctricos puros","M1","1580","13.3","70.0","190.0","23.8"
"Fiat 500e 500e 3+1 Icon 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.3","87.0","320.0","42.0"
"Fiat 500e 500e 3+1 laPrima 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.6","87.0","320.0","42.0"
"Fiat 500e 500e 3+1 laPrima by Bocelli 320km 87kW (118cv)","","Eléctricos puros","M1","1580","14.6","87.0","320.0","42.0"
