"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, T2, Manual, MY22","","Gasolina","M1","2080","","","",""
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, T2, MY22","","Gasolina","M1","2120","","","",""
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, T3, Manual, MY22","","Gasolina","M1","2060","","","",""
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, T3, MY22","","Gasolina","M1","2120","","","",""
"Volvo XC40 Momentum Pro, Inscription, R-design, B4, MY22","","Híbridos de gasolina","M1","2230","","","",""
"Volvo XC40 Recharge , Inscription, Inscription Expresion, R-design, T4 MY22","","Híbridos enchufables","M1","2290","15.0","60.0","46.0","4.4"
"Volvo XC40 Recharge (Inscription Expression, Inscription, R-Design Expression, R-Design) T5 Twin AWD MY21","","Híbridos enchufables","M1","2290","15.6","60.0","50.0","4.4"
"Volvo XC40 Recharge Eléctrico Puro Twin, Plus, Ultimate, AWD, MY23","","Eléctricos puros","M1","2480","23.8","300.0","418.0","69.0"
"Volvo XC40 Recharge Eléctrico Puro, Pro, Plus, Base, FWD, MY22 P6","","Eléctricos puros","M1","2480","18.1","170.0","435.0","69.0"
"Volvo XC40 Recharge Híbrido Enchufable, Core T4 MY23","","Híbridos enchufables","M1","2290","15.2","60.0","45.0","4.4"
"Volvo XC40 Recharge Híbrido Enchufable, Essential T4 MY23","","Híbridos enchufables","M1","2290","15.2","60.0","45.0","4.4"
"Volvo XC40 Recharge Híbrido Enchufable, Plus T4 MY23","","Híbridos enchufables","M1","2290","15.2","60.0","45.0","4.4"
"Volvo XC40 Recharge Híbrido Enchufable, Plus T5 MY23","","Híbridos enchufables","M1","2290","15.2","60.0","45.0","3.9"
"Volvo XC40 Recharge Twin Eléctrico Puro, Pro, Plus,AWD, MY22","","Eléctricos puros","M1","2650","23.8","300.0","418.0","78.0"
"Volvo XC40 Recharge, Inscription, Inscription Expresion, R-design, T5 MY22","","Híbridos enchufables","M1","2290","15.0","60.0","46.0","3.9"
"Volvo XC40 Single Motor Extended Range RWD, Core, Plus, Ultimate, MY24","","Eléctricos puros","M1","2520","16.1","185.0","520.0","82.0"
"Volvo XC40 Single Motor RWD, Core, Plus, MY24","","Eléctricos puros","M1","2470","16.1","175.0","435.0","69.0"
"Volvo XC40 Twin Motor eAWD, Plus, Ultimate, MY24","","Eléctricos puros","M1","2650","17.0","300.0","485.0","82.0"
"Volvo XC60 Gasóleo AWD, Core, Plus, Ultimate, B4 MY24","","Híbridos de gasóleo","M1","2540","","","",""
"Volvo XC60 Gasóleo, Core, AWD, B4 MY23","","Híbridos de gasóleo","M1","2460","","","",""
"Volvo XC60 Gasóleo, Essential, B4 MY23","","Híbridos de gasóleo","M1","2460","","","",""
"Volvo XC60 Gasóleo, Essential, Core, Plus B4 MY24","","Híbridos de gasóleo","M1","2460","","","",""
"Volvo XC60 Gasóleo, Plus, AWD, B4 MY23","","Híbridos de gasóleo","M1","2540","","","",""
"Volvo XC60 Gasóleo, Ultimate, AWD, B4 MY23","","Híbridos de gasóleo","M1","2540","","","",""
"Volvo XC60 Gasolina, Core, B4 MY23","","Híbridos de gasolina","M1","2400","","","",""
"Volvo XC60 Gasolina, Essential, B4 MY23","","Híbridos de gasolina","M1","2400","","","",""
"Volvo XC60 Gasolina, Essential, Core, Plus, Ultimate, B4 MY24","","Híbridos de gasolina","M1","2400","","","",""
"Volvo XC60 Gasolina, Plus, B4 MY23","","Híbridos de gasolina","M1","2400","","","",""
"Volvo XC60 Gasolina, Ultimate, B4 MY23","","Híbridos de gasolina","M1","2400","","","",""
"Volvo XC60 Híbrido Enchufable eAWD, Core, Plus, Ultimate, T6 MY24","","Híbridos enchufables","M1","2660","21.2","107.0","68.0","18.8"
"Volvo XC60 Momentum, Momentum Pro, Inscription, R-design, B4, AWD MY22","","Híbridos de gasóleo","M1","2540","","","",""
"Volvo XC60 Momentum, Momentum Pro, Inscription, R-design, B4, Gasóleo MY22","","Híbridos de gasóleo","M1","2460","","","",""
"Volvo XC60 Momentum, Momentum Pro, Inscription, R-design, B4, MY22","","Híbridos de gasolina","M1","2400","","","",""
"Volvo XC60 Recharge Híbrido Enchufable, Core, AWD, T6 MY23","","Híbridos enchufables","M1","2660","19.0","107.0","78.0","18.8"
"Volvo XC60 Recharge Híbrido Enchufable, Plus, AWD, T6 MY23","","Híbridos enchufables","M1","2660","19.0","107.0","78.0","18.8"
"Volvo XC60 Recharge Híbrido Enchufable, Ultimate, AWD, T6 MY23","","Híbridos enchufables","M1","2660","19.0","107.0","78.0","18.8"
"Volvo XC60 Recharge, AWD, Inscription, Inscription Expression, R-Design T6 MY22","","Híbridos enchufables","M1","2660","15.3","117.0","53.0","6.0"
"Volvo XC60 Recharge, AWD, Polestar, T8 MY22","","Híbridos enchufables","M1","2660","15.3","117.0","53.0","6.0"
"Volvo XC90 Gasóleo AWD, Core, Plus, Ultimate, 7pl. B5 MY24","","Híbridos de gasóleo","M1","2840","","","",""
"Volvo XC90 Gasóleo AWD, Ultimate, B5 MY23","","Híbridos de gasóleo","M1","2840","","","",""
"Volvo XC90 Gasóleo, Core, AWD, B5 MY23","","Híbridos de gasóleo","M1","2840","","","",""
"Volvo XC90 Gasóleo, Plus, AWD, B5 MY23","","Híbridos de gasóleo","M1","2840","","","",""
"Volvo XC90 Híbrido Enchufable eAWD, Core, Plus, Ultimate, 7pl. T8 MY24","","Híbridos enchufables","M1","2950","22.5","107.0","64.0","18.8"
"Volvo XC90 Momentum Pro, Inscription, R-design, B5, AWD MY22","","Híbridos de gasóleo","M1","2349","","","",""
"Volvo XC90 Recharge Plug-in Hybrid, Core, AWD,T8 MY23","","Híbridos enchufables","M1","2950","20.5","107.0","73.0","18.8"
"Volvo XC90 Recharge Plug-in Hybrid, Plus, AWD,T8 MY23","","Híbridos enchufables","M1","2950","20.5","107.0","73.0","18.8"
"Volvo XC90 Recharge Plug-in Hybrid, Ultimate, AWD,T8 MY23","","Híbridos enchufables","M1","2950","20.5","107.0","73.0","18.8"
"Volvo XC90 Recharge, AWD, Inscription, Inscription Expression, R-Design T8 MY22","","Híbridos enchufables","M1","2980","15.6","117.0","51.0","6.0"
