"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Mercedes-Benz eVITO eVito Furgón 112 Extralarga 3200","","Eléctricos puros","N1","3200","22.0","85.0","306.0","60.0"
"Mercedes-Benz eVITO eVito Furgón 112 Larga 2800","","Eléctricos puros","N1","2800","21.8","85.0","308.0","60.0"
"Mercedes-Benz eVITO eVito Furgón 112 Larga 3200","","Eléctricos puros","N1","3200","21.8","85.0","308.0","60.0"
"Mercedes-Benz GLA (H247) 180","","Híbridos de gasolina","M1","2070","","10.0","",""
"Mercedes-Benz GLA (H247) 200","","Híbridos de gasolina","M1","2070","","10.0","",""
"Mercedes-Benz GLA (H247) 200 d","","Gasóleo","M1","2160","","","",""
"Mercedes-Benz GLA (H247) 200 d 4MATIC","","Gasóleo","M1","2215","","","",""
"Mercedes-Benz GLA (H247) 220 d 4MATIC","","Gasóleo","M1","2225","","","",""
"Mercedes-Benz GLA (H247) 250 4MATIC","","Híbridos de gasolina","M1","2195","","10.0","",""
"Mercedes-Benz GLA (H247) 250 e","","Híbridos enchufables","M1","2300","20.4","80.0","62.0","15.6"
"Mercedes-Benz GLA (H247) 35 4MATIC","","Híbridos de gasolina","M1","2250","","10.0","",""
"Mercedes-Benz GLA (H247) 45 S 4MATIC+","","Gasolina","M1","2270","","","",""
"Mercedes-Benz GLB (X247) 180","","Híbridos de gasolina","M1","2140","","10.0","",""
"Mercedes-Benz GLB (X247) 200","","Híbridos de gasolina","M1","2140","","10.0","",""
"Mercedes-Benz GLB (X247) 200 d","","Gasóleo","M1","2230","","","",""
"Mercedes-Benz GLB (X247) 200 d 4MATIC","","Gasóleo","M1","2285","","","",""
"Mercedes-Benz GLB (X247) 220 d 4MATIC","","Gasóleo","M1","2290","","","",""
"Mercedes-Benz GLB (X247) 250 4MATIC","","Híbridos de gasolina","M1","2265","","10.0","",""
"Mercedes-Benz GLB (X247) 35 4MATIC","","Híbridos de gasolina","M1","2320","","10.0","",""
"Mercedes-Benz GLC Coupé (C254) 200 4MATIC","","Híbridos de gasolina","M1","2510","","17.0","",""
"Mercedes-Benz GLC Coupé (C254) 220 d 4MATIC","","Híbridos de gasóleo","M1","2550","","17.0","",""
"Mercedes-Benz GLC Coupé (C254) 300 4MATIC","","Híbridos de gasolina","M1","2510","","17.0","",""
"Mercedes-Benz GLC Coupé (C254) 300 d 4MATIC","","Híbridos de gasóleo","M1","2570","","17.0","",""
"Mercedes-Benz GLC Coupé (C254) 300 de 4MATIC","","Híbridos enchufables","M1","2875","22.7","100.0","113.0","31.2"
"Mercedes-Benz GLC Coupé (C254) 300 e 4MATIC","","Híbridos enchufables","M1","2830","22.4","100.0","119.0","31.2"
"Mercedes-Benz GLC SUV (X254) 200 4MATIC","","Híbridos de gasolina","M1","2510","","17.0","",""
"Mercedes-Benz GLC SUV (X254) 220 d 4MATIC","","Híbridos de gasóleo","M1","2550","","17.0","",""
"Mercedes-Benz GLC SUV (X254) 300 4MATIC","","Híbridos de gasolina","M1","2510","","17.0","",""
"Mercedes-Benz GLC SUV (X254) 300 d 4MATIC","","Híbridos de gasóleo","M1","2570","","17.0","",""
"Mercedes-Benz GLC SUV (X254) 300 de 4MATIC","","Híbridos enchufables","M1","2920","22.9","100.0","112.0","31.2"
"Mercedes-Benz GLC SUV (X254) 300 e 4MATIC","","Híbridos enchufables","M1","2890","22.3","100.0","119.0","31.2"
"Mercedes-Benz GLE Coupé (C167) 300 d 4MATIC","","Híbridos de gasóleo","M1","2950","","15.0","",""
"Mercedes-Benz GLE Coupé (C167) 350 de 4MATIC","","Híbridos enchufables","M1","3230","27.4","100.0","94.0","31.2"
"Mercedes-Benz GLE Coupé (C167) 400 e 4MATIC","","Híbridos enchufables","M1","3180","28.0","100.0","92.0","31.2"
"Mercedes-Benz GLE Coupé (C167) 450 d 4MATIC","","Híbridos de gasóleo","M1","3070","","15.0","",""
"Mercedes-Benz GLE Coupé (C167) 53 4MATIC+","","Híbridos de gasolina","M1","3050","","15.0","",""
"Mercedes-Benz GLE Coupé (C167) 53 HYBRID 4MATIC+","","Híbridos enchufables","M1","3250","29.2","100.0","82.0","31.2"
"Mercedes-Benz GLE Coupé (C167) 63 S 4MATIC+","","Híbridos de gasolina","M1","3120","","16.0","",""
"Mercedes-Benz GLE SUV (V167) 300 d 4MATIC","","Híbridos de gasóleo","M1","2970","","15.0","",""
"Mercedes-Benz GLE SUV (V167) 350 de 4MATIC","","Híbridos enchufables","M1","3280","28.5","100.0","89.0","31.2"
"Mercedes-Benz GLE SUV (V167) 400 e 4MATIC","","Híbridos enchufables","M1","3230","29.2","100.0","90.0","31.2"
"Mercedes-Benz GLE SUV (V167) 450 4MATIC","","Híbridos de gasolina","M1","3010","","15.0","",""
"Mercedes-Benz GLE SUV (V167) 450 d 4MATIC","","Híbridos de gasóleo","M1","3110","","15.0","",""
"Mercedes-Benz GLE SUV (V167) 53 4MATIC+","","Híbridos de gasolina","M1","3050","","16.0","",""
"Mercedes-Benz GLE SUV (V167) 53 HYBRID 4MATIC+","","Híbridos enchufables","M1","3330","30.0","100.0","80.0","31.2"
"Mercedes-Benz GLE SUV (V167) 63 S 4MATIC+","","Híbridos de gasolina","M1","3120","","16.0","",""
"Mercedes-Benz GLS (X167) 350 d 4MATIC","","Híbridos de gasóleo","M1","3300","","15.0","",""
"Mercedes-Benz GLS (X167) 450 4MATIC","","Híbridos de gasolina","M1","3220","","15.0","",""
"Mercedes-Benz GLS (X167) 450 d 4MATIC","","Híbridos de gasóleo","M1","3300","","15.0","",""
"Mercedes-Benz GLS (X167) 580 4MATIC","","Híbridos de gasolina","M1","3300","","16.0","",""
"Mercedes-Benz GLS (X167) 600 Maybach","","Híbridos de gasolina","M1","3270","","16.0","",""
"Mercedes-Benz GLS (X167) 63 4MATIC+","","Híbridos de gasolina","M1","3395","","16.0","",""
"Mercedes-Benz GT Coupé (C192) 63 4MATIC+","","Gasolina","M1","2160","","","",""
"Mercedes-Benz GT Coupé 4 Puertas (X290) 53 4MATIC+","","Híbridos de gasolina","M1","2560","","16.0","",""
"Mercedes-Benz GT Coupé 4 Puertas (X290) 63 S 4MATIC+","","Gasolina","M1","2560","","","",""
"Mercedes-Benz GT Coupé 4 Puertas (X290) 63 S E Performance","","Híbridos enchufables","M1","2760","34.7","150.0","13.0","6.1"
"Mercedes-Benz Marco Polo (03.2024) Marco Polo 220 d","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo (03.2024) Marco Polo 250 d","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo (03.2024) Marco Polo 300 d","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo 170d tD Marco Polo Activity","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 200d Marco Polo Activity 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 200d Marco Polo Activity 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo 200d Marco Polo Activity Sport 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 200d Marco Polo Activity Sport 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo 200d tD Marco Polo Activity","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 200d tD Marco Polo Activity Sport","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 220d Marco Polo Activity 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 220d Marco Polo Activity 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo 220d Marco Polo Activity Sport 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 220d Marco Polo Activity Sport 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo 220d Marco Polo Horizon 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 220d Marco Polo Horizon 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo 220d Marco Polo Largo 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 220d Marco Polo Largo 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo 250d Marco Polo Activity 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 250d Marco Polo Activity 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo 250d Marco Polo Activity Sport 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 250d Marco Polo Activity Sport 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo 250d Marco Polo Horizon 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 250d Marco Polo Horizon 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo 250d Marco Polo Largo 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 250d Marco Polo Largo 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo 300d Marco Polo Horizon 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 300d Marco Polo Horizon 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Marco Polo 300d Marco Polo Largo 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Marco Polo 300d Marco Polo Largo 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz SL (R232) 43 4MATIC+","","Gasolina","M1","2145","","","",""
"Mercedes-Benz SL (R232) 55 4MATIC+","","Gasolina","M1","2280","","","",""
"Mercedes-Benz SL (R232) 63 4MATIC+","","Gasolina","M1","2290","","","",""
"Mercedes-Benz SL (R232) SL 63 S E Performance","","Híbridos enchufables","M1","2520","11.5","150.0","13.0","6.1"
"Mercedes-Benz Sprinter Sprinter 311 CDI tT OM654 FURGON COMPACTO","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 311 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 311 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 311 CDI tT OM654 MIXTO COMPACTO","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 311 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 311 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 311 CDI tT OM654 TOURER COMPACTO Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 311 CDI tT OM654 TOURER COMPACTO Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 311 CDI tT OM654 TOURER LARGO T.E. Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 311 CDI tT OM654 TOURER LARGO T.E. Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 311 CDI tT OM654 TOURER MEDIO T.E. Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 311 CDI tT OM654 TOURER MEDIO T.E. Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 FURGON COMPACTO","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 FURGON EXTRALARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 MIXTO COMPACTO","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 MIXTO EXTRALARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 TOURER COMPACTO Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 TOURER COMPACTO Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 TOURER LARGO T.E. Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 TOURER LARGO T.E. Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 TOURER MEDIO T.E. Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 TOURER MEDIO T.E. Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 FURGON COMPACTO","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 FURGON EXTRALARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 MIXTO COMPACTO","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 MIXTO EXTRALARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 TOURER COMPACTO Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 TOURER COMPACTO Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 TOURER LARGO T.E. Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 TOURER LARGO T.E. Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 TOURER MEDIO T.E. Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 TOURER MEDIO T.E. Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 FURGON EXTRALARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 MIXTO EXTRALARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 TOURER LARGO T.E.","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 TOURER MEDIO T.E. Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 TOURER MEDIO T.E. Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 411 CDI tT OM654 FURGON COMPACTO","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 411 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 411 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 411 CDI tT OM654 MIXTO COMPACTO","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 411 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 411 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 CHASIS CABINA LARGO","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 FURGON COMPACTO","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 FURGON EXTRALARGO T.E","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 MIXTO COMPACTO","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 MIXTO EXTRALARGO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI OM654 Bus Furgón Medio (con agujeros)","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 CHASIS CABINA LARGO","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 CHASIS CABINA MEDIO","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 FURGON COMPACTO","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 FURGON EXTRALARGO T.E","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 MIXTO COMPACTO","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 MIXTO EXTRALARGO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 419 CDI tT OM654 FURGON EXTRALARGO T.E","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 419 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 419 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 419 CDI tT OM654 MIXTO EXTRALARGO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 419 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 419 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 515 CDI tT OM654 CHASIS CABINA LARGO","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 515 CDI tT OM654 CHASIS CABINA MEDIO","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 515 CDI tT OM654 FURGON EXTRALARGO T.E","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 515 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 515 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 515 CDI tT OM654 MIXTO EXTRALARGO T.E.","","Gasóleo","N2","4600","","","",""
"Mercedes-Benz Sprinter Sprinter 515 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 515 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N2","4600","","","",""
"Mercedes-Benz Sprinter Sprinter 517 CDI tT OM654 Bus Furgón Extralargo(Con agujeros)","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 517 CDI tT OM654 CHASIS CABINA LARGO","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 517 CDI tT OM654 CHASIS CABINA MEDIO","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 517 CDI tT OM654 FURGON EXTRALARGO T.E","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 517 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 517 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 517 CDI tT OM654 MIXTO EXTRALARGO T.E.","","Gasóleo","N2","4600","","","",""
"Mercedes-Benz Sprinter Sprinter 517 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 517 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N2","4600","","","",""
"Mercedes-Benz Sprinter Sprinter 519 CDI tT OM654 FURGON EXTRALARGO T.E","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 519 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 519 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 519 CDI tT OM654 MIXTO EXTRALARGO T.E.","","Gasóleo","N2","4600","","","",""
"Mercedes-Benz Sprinter Sprinter 519 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N2","5000","","","",""
"Mercedes-Benz Sprinter Sprinter 519 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N2","4600","","","",""
"Mercedes-Benz Vito (03.2024) eVito 112 Furgón Larga","","Eléctricos puros","N1","3200","20.9","85.0","312.0","60.0"
"Mercedes-Benz Vito (03.2024) eVito 126 Tourer PRO Larga","","Eléctricos puros","M1","3200","26.7","150.0","250.0","60.0"
"Mercedes-Benz Vito (03.2024) eVito 129 Tourer PRO Larga","","Eléctricos puros","M1","3200","26.7","150.0","371.0","90.0"
"Mercedes-Benz Vito (03.2024) Vito 110 CDI Furgón BASE Compacta","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 110 CDI Furgón BASE Extralarga","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 110 CDI Furgón BASE Larga","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 110 CDI Furgón PRO Compacta","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 110 CDI Furgón PRO Extralarga","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 110 CDI Furgón PRO Larga","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 110 CDI Mixto BASE Compacta","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 110 CDI Mixto BASE Extralarga","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 110 CDI Mixto BASE Larga","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 110 CDI Mixto PRO Compacta","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 110 CDI Mixto PRO Extralarga","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 110 CDI Mixto PRO Larga","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Furgón BASE Compacta","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Furgón BASE Extralarga","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Furgón BASE Larga","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Furgón PRO Compacta","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Furgón PRO Extralarga","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Furgón PRO Larga","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Furgón SELECT Compacta","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Furgón SELECT Extralarga","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Furgón SELECT Larga","","Gasóleo","N1","3100","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Mixto BASE Compacta","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Mixto BASE Extralarga","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Mixto BASE Larga","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Mixto PRO Compacta","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Mixto PRO Extralarga","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Mixto PRO Larga","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Mixto SELECT Compacta","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Mixto SELECT Extralarga","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Mixto SELECT Larga","","Gasóleo","N1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Tourer BASE Compacta","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Tourer BASE Extralarga","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Vito (03.2024) Vito 114 CDI Tourer BASE Larga","","Gasóleo","M1","3200","","","",""
