"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"SKODA SCALA Enero MY23 STYLE 1.5 TSI 110 kW (150 CV) Manual (MTMA 1690)","","Gasolina","M1","1690","","","",""
"SKODA SCALA Enero MY23 STYLE 1.5 TSI 110 kW (150 CV) Manual (MTMA 1730)","","Gasolina","M1","1730","","","",""
"SKODA SCALA FL MY24 DESIGN 1.0 TSI 70kW (95CV) Manual 5 vel. (MTMA 1600)","","Gasolina","M1","1600","","","",""
"SKODA SCALA FL MY24 DESIGN 1.0 TSI 70kW (95CV) Manual 5 vel. (MTMA 1630)","","Gasolina","M1","1630","","","",""
"SKODA SCALA FL MY24 DESIGN 1.0 TSI 70kW (95CV) Manual 5 vel. (MTMA 1664)","","Gasolina","M1","1664","","","",""
"SKODA SCALA FL MY24 DESIGN 1.0 TSI 85kW (115CV) DSG 7 vel. (MTMA 1640)","","Gasolina","M1","1640","","","",""
"SKODA SCALA FL MY24 DESIGN 1.0 TSI 85kW (115CV) DSG 7 vel. (MTMA 1670)","","Gasolina","M1","1670","","","",""
"SKODA SCALA FL MY24 DESIGN 1.0 TSI 85kW (115CV) DSG 7 vel. (MTMA 1709)","","Gasolina","M1","1709","","","",""
"SKODA SCALA FL MY24 DESIGN 1.0 TSI 85kW (115CV) Manual 6 vel. (MTMA 1620)","","Gasolina","M1","1620","","","",""
"SKODA SCALA FL MY24 DESIGN 1.0 TSI 85kW (115CV) Manual 6 vel. (MTMA 1650)","","Gasolina","M1","1650","","","",""
"SKODA SCALA FL MY24 DESIGN 1.0 TSI 85kW (115CV) Manual 6 vel. (MTMA 1688)","","Gasolina","M1","1688","","","",""
"SKODA SCALA FL MY24 DESIGN 1.5 TSI 110kW (150CV) DSG 7 vel. (MTMA 1670)","","Gasolina","M1","1670","","","",""
"SKODA SCALA FL MY24 DESIGN 1.5 TSI 110kW (150CV) DSG 7 vel. (MTMA 1700)","","Gasolina","M1","1700","","","",""
"SKODA SCALA FL MY24 DESIGN 1.5 TSI 110kW (150CV) DSG 7 vel. (MTMA 1730)","","Gasolina","M1","1730","","","",""
"SKODA SCALA FL MY24 DESIGN 1.5 TSI 110kW (150CV) Manual 6 vel. (MTMA 1660)","","Gasolina","M1","1660","","","",""
"SKODA SCALA FL MY24 DESIGN 1.5 TSI 110kW (150CV) Manual 6 vel. (MTMA 1690)","","Gasolina","M1","1690","","","",""
"SKODA SCALA FL MY24 DESIGN 1.5 TSI 110kW (150CV) Manual 6 vel. (MTMA 1723)","","Gasolina","M1","1723","","","",""
"SKODA SCALA FL MY24 ESSENCE 1.0 TSI 70kW (95CV) Manual 5 vel. (MTMA 1600)","","Gasolina","M1","1600","","","",""
"SKODA SCALA FL MY24 ESSENCE 1.0 TSI 70kW (95CV) Manual 5 vel. (MTMA 1630)","","Gasolina","M1","1630","","","",""
"SKODA SCALA FL MY24 ESSENCE 1.0 TSI 70kW (95CV) Manual 5 vel. (MTMA 1644)","","Gasolina","M1","1664","","","",""
"SKODA SCALA FL MY24 ESSENCE 1.0 TSI 85kW (115CV) Manual 6 vel. (MTMA 1620)","","Gasolina","M1","1620","","","",""
"SKODA SCALA FL MY24 ESSENCE 1.0 TSI 85kW (115CV) Manual 6 vel. (MTMA 1650)","","Gasolina","M1","1650","","","",""
"SKODA SCALA FL MY24 ESSENCE 1.0 TSI 85kW (115CV) Manual 6 vel. (MTMA 1688)","","Gasolina","M1","1688","","","",""
"SKODA SCALA FL MY24 MONTE CARLO 1.0 TSI 85kW (115CV) DSG 7 vel.","","Gasolina","M1","1670","","","",""
"SKODA SCALA FL MY24 MONTE CARLO 1.0 TSI 85kW (115CV) DSG 7 vel.","","Gasolina","M1","1709","","","",""
"SKODA SCALA FL MY24 MONTE CARLO 1.0 TSI 85kW (115CV) DSG 7 vel. (MTMA 1640)","","Gasolina","M1","1640","","","",""
"SKODA SCALA FL MY24 MONTE CARLO 1.5 TSI 110kW (150CV) DSG 7 vel. (MTMA 1670)","","Gasolina","M1","1670","","","",""
"SKODA SCALA FL MY24 MONTE CARLO 1.5 TSI 110kW (150CV) DSG 7 vel. (MTMA 1700)","","Gasolina","M1","1700","","","",""
"SKODA SCALA FL MY24 MONTE CARLO 1.5 TSI 110kW (150CV) DSG 7 vel. (MTMA 1730)","","Gasolina","M1","1730","","","",""
"SKODA SCALA FL MY24 MONTE CARLO 1.5 TSI 110kW (150CV) Manual 6 vel. (MTMA 1660)","","Gasolina","M1","1660","","","",""
"SKODA SCALA FL MY24 MONTE CARLO 1.5 TSI 110kW (150CV) Manual 6 vel. (MTMA 1690)","","Gasolina","M1","1690","","","",""
"SKODA SCALA FL MY24 MONTE CARLO 1.5 TSI 110kW (150CV) Manual 6 vel. (MTMA 1723)","","Gasolina","M1","1723","","","",""
