"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Hyundai TUCSON                  1.6 CRDI 136CV 48V MAXX SAFE","","Híbridos de gasóleo","M1","2110","","12.0","",""
"Hyundai TUCSON                  1.6 CRDI 136CV 48V MAXX SKY","","Híbridos de gasóleo","M1","2110","","12.0","",""
"Hyundai TUCSON                  1.6 CRDI 136CV 48V TECNO 2C","","Híbridos de gasóleo","M1","2110","","12.0","",""
"Hyundai TUCSON                  1.6 CRDI 136CV 48V TECNO SKY","","Híbridos de gasóleo","M1","2110","","12.0","",""
"Hyundai TUCSON                  1.6 TGDI 150CV 30A","","Gasolina","M1","2050","","","",""
"Hyundai TUCSON                  1.6 TGDI 150CV 48V DT NLINE SKY","","Híbridos de gasolina","M1","2100","","12.2","",""
"Hyundai TUCSON                  1.6 TGDI 150CV 48V DT NLINE SKY SAFE","","Híbridos de gasolina","M1","2100","","12.0","",""
"Hyundai TUCSON                  1.6 TGDI 150CV 48V DT TECNO 2C","","Híbridos de gasolina","M1","2100","","12.2","",""
"Hyundai TUCSON                  1.6 TGDI 150CV 48V DT TECNO SKY","","Híbridos de gasolina","M1","2100","","12.2","",""
"Hyundai TUCSON                  1.6 TGDI 150CV 48V MAXX","","Híbridos de gasolina","M1","2065","","12.2","",""
"Hyundai TUCSON                  1.6 TGDI 150CV 48V MAXX SKY","","Híbridos de gasolina","M1","2065","","12.2","",""
"Hyundai TUCSON                  1.6 TGDI 150CV 48V NLINE","","Híbridos de gasolina","M1","2065","","12.2","",""
"Hyundai TUCSON                  1.6 TGDI 150CV 48V TECNO 2C","","Híbridos de gasolina","M1","2065","","12.2","",""
"Hyundai TUCSON                  1.6 TGDI 150CV 48V TECNO SKY","","Híbridos de gasolina","M1","2065","","12.2","",""
"Hyundai TUCSON                  1.6 TGDI 150CV KLASS","","Gasolina","M1","2050","","","",""
"Hyundai TUCSON                  1.6 TGDI 150CV KLASS SAFE","","Gasolina","M1","2050","","","",""
"Hyundai TUCSON                  1.6 TGDI 150CV MAXX","","Gasolina","M1","2050","","","",""
"Hyundai TUCSON                  1.6 TGDI 150CV MAXX SILVER","","Gasolina","M1","2050","","","",""
"Hyundai TUCSON                  1.6 TGDI 150CV NLINE 30A","","Gasolina","M1","2050","","","",""
"Hyundai TUCSON                  1.6 TGDI 180CV 48V 4X4 DT STYLE","","Híbridos de gasolina","M1","2170","","12.2","",""
"Hyundai TUCSON                  1.6 TGDI 180CV 48V 4X4 DT STYLE TEAL","","Híbridos de gasolina","M1","2170","","12.0","",""
"Hyundai TUCSON                  1.6 TGDI 230CV HEV 4X4 AT STYLE","","Híbridos de gasolina","M1","2245","","44.0","","1.5"
"Hyundai TUCSON                  1.6 TGDI 230CV HEV 4X4 AT STYLE TEAL","","Híbridos de gasolina","M1","2245","","44.0","","1.5"
"Hyundai TUCSON                  1.6 TGDI 230CV HEV AT MAXX","","Híbridos de gasolina","M1","2175","","44.2","","1.5"
"Hyundai TUCSON                  1.6 TGDI 230CV HEV AT MAXX SAFE","","Híbridos de gasolina","M1","2175","","44.0","","1.5"
"Hyundai TUCSON                  1.6 TGDI 230CV HEV AT MAXX SKY","","Híbridos de gasolina","M1","2175","","44.2","","1.5"
"Hyundai TUCSON                  1.6 TGDI 230CV HEV AT NLINE SKY","","Híbridos de gasolina","M1","2175","","44.2","","1.5"
"Hyundai TUCSON                  1.6 TGDI 230CV HEV AT NLINE SKY SAFE","","Híbridos de gasolina","M1","2175","","44.0","","1.5"
"Hyundai TUCSON                  1.6 TGDI 230CV HEV AT STYLE","","Híbridos de gasolina","M1","2175","","44.0","","1.5"
"Hyundai TUCSON                  1.6 TGDI 230CV HEV AT STYLE TEAL","","Híbridos de gasolina","M1","2175","","44.0","","1.5"
"Hyundai TUCSON                  1.6 TGDI 230CV HEV AT TECNO 2C","","Híbridos de gasolina","M1","2175","","44.2","","1.5"
"Hyundai TUCSON                  1.6 TGDI 230CV HEV AT TECNO SKY","","Híbridos de gasolina","M1","2175","","44.0","","1.5"
"Hyundai TUCSON                  1.6 TGDI 230CVHEV4X4AT STYLE TEAL","","Híbridos de gasolina","M1","2245","","44.2","","1.5"
"Hyundai TUCSON                  PHEV TGDI 1.6 265CV 4X4 AT MAXX SAFE","","Híbridos enchufables","M1","2415","17.7","66.0","62.0","13.8"
"Hyundai TUCSON                  PHEV TGDI 1.6 265CV 4X4 AT STYLE","","Híbridos enchufables","M1","2415","17.7","66.9","62.0","13.8"
"Hyundai TUCSON                  PHEV TGDI 1.6 265CV 4X4 AT TECNO SKY","","Híbridos enchufables","M1","2415","17.7","66.9","62.0","13.8"
"Hyundai TUCSON                  PHEV TGDI 1.6 265CV 4X4AT MAXX","","Híbridos enchufables","M1","2415","17.7","66.9","62.0","13.8"
